2021-06-04T16:17:48.093Z [AUDIT] Token created by 'anonymous': tokenId='8a2a63c1-baa1-4b46-91c7-f40417140db3', issuer='jfrou@01f7bx1pe9qecxd1dj698wp1v5', subject='jfrou@01f7bx1pe9qecxd1dj698wp1v5', expiry=none, refreshable=false
2021-06-16T17:50:29.273Z [AUDIT] Token created by 'jffe@000': tokenId='602942b0-9e0d-4b71-974f-465795e98a6c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623866429273, refreshable=false
2021-06-16T17:50:29.273Z [AUDIT] Token created by 'jffe@000': tokenId='725d5971-49a7-40fa-94b8-3d54561f08f9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623866429273, refreshable=false
2021-06-16T17:50:29.273Z [AUDIT] Token created by 'jffe@000': tokenId='f56102ca-0cba-406e-b520-d3210ae81d62', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623866429273, refreshable=false
2021-06-16T18:00:29.339Z [AUDIT] Token created by 'jffe@000': tokenId='75b7a2c6-10ad-4607-9d7c-afc4f0d3c625', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623867029339, refreshable=false
2021-06-16T18:00:29.339Z [AUDIT] Token created by 'jffe@000': tokenId='cdf62c74-1b84-4aa8-8ee5-df564b65246c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623867029339, refreshable=false
2021-06-16T18:00:29.339Z [AUDIT] Token created by 'jffe@000': tokenId='18445116-6fe7-487d-80f3-191958f510c8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623867029339, refreshable=false
2021-06-16T18:10:29.454Z [AUDIT] Token created by 'jffe@000': tokenId='641aa35e-e576-48b4-85f3-24e48e70ff98', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623867629454, refreshable=false
2021-06-16T18:10:29.454Z [AUDIT] Token created by 'jffe@000': tokenId='d950333f-0841-4d8b-8902-57615f50519d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623867629454, refreshable=false
2021-06-16T18:10:29.455Z [AUDIT] Token created by 'jffe@000': tokenId='1a1d9778-112a-4724-b1f2-25201acfbb4a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623867629454, refreshable=false
2021-06-16T18:20:29.564Z [AUDIT] Token created by 'jffe@000': tokenId='5c452b11-619b-4207-b532-10a5b469ac81', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623868229564, refreshable=false
2021-06-16T18:20:29.568Z [AUDIT] Token created by 'jffe@000': tokenId='9ee7a8e7-6358-4ef5-892b-90a9d286fc96', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623868229568, refreshable=false
2021-06-16T18:20:29.573Z [AUDIT] Token created by 'jffe@000': tokenId='7a49bc70-9213-465f-930b-c13e6544f0b8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623868229573, refreshable=false
2021-06-16T18:40:08.963Z [AUDIT] Token created by 'jffe@000': tokenId='abccdce9-ca17-4906-809c-391c152913f0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623869408963, refreshable=false
2021-06-16T18:40:09.071Z [AUDIT] Token created by 'jffe@000': tokenId='2bf87b78-0618-4b72-919b-3df2b0a26e47', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623869409070, refreshable=false
2021-06-16T18:40:09.072Z [AUDIT] Token created by 'jffe@000': tokenId='a4515ebb-5d2e-48f7-828e-9b95dba966cc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623869409072, refreshable=false
2021-06-16T18:40:09.285Z [AUDIT] Token created by 'jffe@000': tokenId='d50bf66d-5284-447b-9809-aba095f50cdd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623869409285, refreshable=false
2021-06-16T18:40:09.321Z [AUDIT] Token created by 'jffe@000': tokenId='0ca58096-3bdd-4f6f-9757-54bdc980e26e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623869409321, refreshable=false
2021-06-16T18:50:37.445Z [AUDIT] Token created by 'jffe@000': tokenId='b26001ac-ac25-4ca3-acb8-31e3a835b8d9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623870037445, refreshable=false
2021-06-16T18:50:37.445Z [AUDIT] Token created by 'jffe@000': tokenId='79152915-669e-4d1f-a225-46c7c6c337bd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623870037445, refreshable=false
2021-06-16T18:50:37.451Z [AUDIT] Token created by 'jffe@000': tokenId='0c7388dd-8220-4586-bcaa-9fdcddf175ae', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623870037451, refreshable=false
2021-06-16T19:00:37.477Z [AUDIT] Token created by 'jffe@000': tokenId='5284e1ba-a340-4c1f-a52b-f79871184487', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623870637477, refreshable=false
2021-06-16T19:00:37.478Z [AUDIT] Token created by 'jffe@000': tokenId='7ea0a828-ae5e-48ff-8d7d-581a14abc2a2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623870637478, refreshable=false
2021-06-16T19:00:37.478Z [AUDIT] Token created by 'jffe@000': tokenId='0a3d9a68-74c5-4f38-a98a-9ccfe74f80d8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623870637478, refreshable=false
2021-06-16T19:10:37.532Z [AUDIT] Token created by 'jffe@000': tokenId='5f9f6e75-b67c-483d-b203-7e07b211a61e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623871237531, refreshable=false
2021-06-16T19:10:37.532Z [AUDIT] Token created by 'jffe@000': tokenId='c1bf7aba-bd5a-4909-a2cc-79558a9565fc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623871237531, refreshable=false
2021-06-16T19:10:37.532Z [AUDIT] Token created by 'jffe@000': tokenId='762430d9-21c9-4add-b5a4-c7b562fb3d74', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623871237532, refreshable=false
2021-06-16T19:20:37.566Z [AUDIT] Token created by 'jffe@000': tokenId='9bb64c46-eedb-424f-b0d3-1e2eed7e55fe', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623871837566, refreshable=false
2021-06-16T19:20:37.566Z [AUDIT] Token created by 'jffe@000': tokenId='38b9ad9f-5907-403c-ac91-b0ac1d102c1a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623871837566, refreshable=false
2021-06-16T19:20:37.569Z [AUDIT] Token created by 'jffe@000': tokenId='278f0b05-22ba-48f1-92d4-77d04d84c708', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623871837569, refreshable=false
2021-06-16T19:30:37.622Z [AUDIT] Token created by 'jffe@000': tokenId='100f9d19-2584-4bb5-bd62-819000853ae2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623872437622, refreshable=false
2021-06-16T19:30:37.622Z [AUDIT] Token created by 'jffe@000': tokenId='e0759cec-f8f9-4c81-bdfc-ef5cef539b95', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623872437622, refreshable=false
2021-06-16T19:30:37.624Z [AUDIT] Token created by 'jffe@000': tokenId='a89bc228-c746-4ab5-8975-2c778e9e205c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623872437624, refreshable=false
2021-06-16T19:40:12.952Z [AUDIT] Token revoked by 'anonymous': tokenId='0e5d5de6-3798-47a9-a825-b6675ab28d71', issuer='jfevt@01f7bx19j4gse11x6zk7h10p62', subject='jfevt@01f7bx19j4gse11x6zk7h10p62', expiry=none, refreshable=false
2021-06-16T19:40:12.956Z [AUDIT] Token revoked by 'anonymous': tokenId='9d9e77a0-b3ca-4a5b-8617-430118246dbd', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-06-16T19:40:12.958Z [AUDIT] Token revoked by 'anonymous': tokenId='e68e9c4b-8180-4db8-9d83-e6c55e089002', issuer='jfmd@01f7bx1qtktj5dgrd7t445jeh2', subject='jfmd@01f7bx1qtktj5dgrd7t445jeh2', expiry=none, refreshable=false
2021-06-16T19:40:12.960Z [AUDIT] Token revoked by 'anonymous': tokenId='9f0dbfd7-cb19-433c-9142-aa2755e9e28b', issuer='jfrt@01f7bx52m3966z1w8h4npq0tdb', subject='jfrt@01f7bx52m3966z1w8h4npq0tdb', expiry=none, refreshable=false
2021-06-16T19:40:37.677Z [AUDIT] Token created by 'jffe@000': tokenId='5b385744-5674-4396-b32b-f296fcf2ddfb', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623873037677, refreshable=false
2021-06-16T19:40:37.679Z [AUDIT] Token created by 'jffe@000': tokenId='80954962-9b28-426d-805f-408236071f67', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623873037678, refreshable=false
2021-06-16T19:40:37.681Z [AUDIT] Token created by 'jffe@000': tokenId='0785273b-2494-4ba9-84ec-7632ee9e4068', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623873037681, refreshable=false
2021-06-16T23:43:58.207Z [AUDIT] Token created by 'jffe@000': tokenId='8dbac34e-378f-4f91-958f-16e86d11bb6a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623887638207, refreshable=false
2021-06-16T23:43:58.209Z [AUDIT] Token created by 'jffe@000': tokenId='badd0e37-ee6d-4291-bf78-1b5d1007929b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623887638209, refreshable=false
2021-06-16T23:43:58.231Z [AUDIT] Token created by 'jffe@000': tokenId='d5e7d5a7-7054-4912-b190-165f41505dc9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623887638231, refreshable=false
2021-06-16T23:53:57.885Z [AUDIT] Token created by 'jffe@000': tokenId='3b95f86d-ae25-465a-aa7f-ea51622cfbd5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623888237885, refreshable=false
2021-06-16T23:53:57.885Z [AUDIT] Token created by 'jffe@000': tokenId='2da8408f-d91c-484a-9de4-86b95a9b08c1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623888237885, refreshable=false
2021-06-16T23:53:57.885Z [AUDIT] Token created by 'jffe@000': tokenId='4877402a-f316-4d50-b8c2-80142183fc0a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623888237885, refreshable=false
2021-06-17T00:03:57.952Z [AUDIT] Token created by 'jffe@000': tokenId='d5006779-7cc2-47cc-95c4-1facffe7ce57', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623888837952, refreshable=false
2021-06-17T00:03:57.954Z [AUDIT] Token created by 'jffe@000': tokenId='345d4281-39eb-4b4c-9797-df4138bb92b4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623888837954, refreshable=false
2021-06-17T00:03:57.954Z [AUDIT] Token created by 'jffe@000': tokenId='01a85d4b-549d-4a51-ade7-cff160bc27f8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623888837954, refreshable=false
2021-06-17T00:13:58.047Z [AUDIT] Token created by 'jffe@000': tokenId='a0885169-8999-4781-9280-fdec414d0859', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623889438046, refreshable=false
2021-06-17T00:13:58.047Z [AUDIT] Token created by 'jffe@000': tokenId='7108c5cc-31bd-46ec-a2b2-54f968dd68e6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623889438046, refreshable=false
2021-06-17T00:13:58.049Z [AUDIT] Token created by 'jffe@000': tokenId='80b86e5d-4519-40dc-be98-22fc36c5d91d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623889438049, refreshable=false
2021-06-17T00:23:58.137Z [AUDIT] Token created by 'jffe@000': tokenId='5a94dc5c-5997-429e-899d-2e5ca860b31a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623890038137, refreshable=false
2021-06-17T00:23:58.137Z [AUDIT] Token created by 'jffe@000': tokenId='6a47f385-9bf7-4454-8d59-055eac9f5f99', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623890038137, refreshable=false
2021-06-17T00:23:58.138Z [AUDIT] Token created by 'jffe@000': tokenId='9f77c9ed-c75f-4a50-909c-7deb63ac7362', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623890038138, refreshable=false
2021-06-17T00:33:58.213Z [AUDIT] Token created by 'jffe@000': tokenId='419d8a16-caf1-457b-adbe-5364f1bb35e9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623890638213, refreshable=false
2021-06-17T00:33:58.213Z [AUDIT] Token created by 'jffe@000': tokenId='03eeadde-2dbf-443f-9204-772f12ea2f5c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623890638213, refreshable=false
2021-06-17T00:33:58.213Z [AUDIT] Token created by 'jffe@000': tokenId='0c6a5e35-9cfa-49cd-b252-ba9d9a7b0efd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623890638213, refreshable=false
2021-06-17T00:43:58.279Z [AUDIT] Token created by 'jffe@000': tokenId='c2cd1059-33a3-4be2-bced-110d12546329', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623891238279, refreshable=false
2021-06-17T00:43:58.279Z [AUDIT] Token created by 'jffe@000': tokenId='16990906-9d3e-4614-af7b-8a69873db4d3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623891238279, refreshable=false
2021-06-17T00:43:58.280Z [AUDIT] Token created by 'jffe@000': tokenId='04d17bb4-1c20-425f-b36a-338dc0db9888', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623891238280, refreshable=false
2021-06-17T00:53:58.364Z [AUDIT] Token created by 'jffe@000': tokenId='afbe64bb-081a-4c1c-8fa9-7dd5548c2fdf', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623891838364, refreshable=false
2021-06-17T00:53:58.364Z [AUDIT] Token created by 'jffe@000': tokenId='e88c48ed-1693-41fb-ab58-a821889365bf', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623891838364, refreshable=false
2021-06-17T00:53:58.370Z [AUDIT] Token created by 'jffe@000': tokenId='c8cff820-da08-4a6e-a1fd-f2a9343b40c3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623891838370, refreshable=false
2021-06-17T01:03:58.450Z [AUDIT] Token created by 'jffe@000': tokenId='0d5dfc2e-68d4-4539-ba89-6e44bb35435a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623892438450, refreshable=false
2021-06-17T01:03:58.450Z [AUDIT] Token created by 'jffe@000': tokenId='6905b85a-a2df-464b-8166-72442fa0db6c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623892438450, refreshable=false
2021-06-17T01:03:58.450Z [AUDIT] Token created by 'jffe@000': tokenId='e2e5d993-abf7-4b08-9bd4-ef93d7ee4221', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623892438450, refreshable=false
2021-06-17T01:13:58.539Z [AUDIT] Token created by 'jffe@000': tokenId='9453d56a-a095-4583-b030-53885f40c886', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623893038539, refreshable=false
2021-06-17T01:13:58.539Z [AUDIT] Token created by 'jffe@000': tokenId='873d6a1f-1473-47f0-8710-f70181d89e07', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623893038539, refreshable=false
2021-06-17T01:13:58.539Z [AUDIT] Token created by 'jffe@000': tokenId='a10d8a73-c1bd-44a4-afed-acf93317a8fd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623893038539, refreshable=false
2021-06-17T01:23:58.593Z [AUDIT] Token created by 'jffe@000': tokenId='af5afdbd-569e-4fec-944f-ff391b53df65', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623893638593, refreshable=false
2021-06-17T01:23:58.594Z [AUDIT] Token created by 'jffe@000': tokenId='e81d975e-645c-48c1-8120-1f782b59e48b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623893638594, refreshable=false
2021-06-17T01:23:58.596Z [AUDIT] Token created by 'jffe@000': tokenId='1ca160f3-eef9-4c0f-921c-478e15e80759', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623893638596, refreshable=false
2021-06-17T01:33:58.688Z [AUDIT] Token created by 'jffe@000': tokenId='a3989f4c-9bd9-41e7-bace-9cf048596c0e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623894238688, refreshable=false
2021-06-17T01:33:58.689Z [AUDIT] Token created by 'jffe@000': tokenId='5477da8d-4968-405c-9692-d5e68e55c08d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623894238689, refreshable=false
2021-06-17T01:33:58.702Z [AUDIT] Token created by 'jffe@000': tokenId='95fdf85e-c975-4bc2-b9fb-9d88b46a39d7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623894238701, refreshable=false
2021-06-17T01:43:58.832Z [AUDIT] Token created by 'jffe@000': tokenId='0f70ad54-598e-4bb7-9b6a-ca7fd22a5bfa', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623894838832, refreshable=false
2021-06-17T01:43:58.832Z [AUDIT] Token created by 'jffe@000': tokenId='9ff34635-c8d8-4db6-bf50-fbc836374125', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623894838832, refreshable=false
2021-06-17T01:43:58.832Z [AUDIT] Token created by 'jffe@000': tokenId='438b6c6d-daaf-410d-9c50-420a932166d8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623894838832, refreshable=false
2021-06-17T01:53:58.899Z [AUDIT] Token created by 'jffe@000': tokenId='bb9a2e7e-f47c-4f22-93b3-a3c66ada1ca5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623895438899, refreshable=false
2021-06-17T01:53:58.901Z [AUDIT] Token created by 'jffe@000': tokenId='22026e40-7c2d-49e5-ae88-70167f43d7da', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623895438901, refreshable=false
2021-06-17T01:53:58.901Z [AUDIT] Token created by 'jffe@000': tokenId='2f024687-07ca-4c2e-849e-fd645f706867', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623895438901, refreshable=false
2021-06-17T02:03:58.982Z [AUDIT] Token created by 'jffe@000': tokenId='ba24be7e-510d-46b7-bf94-b9e6188de370', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623896038982, refreshable=false
2021-06-17T02:03:58.982Z [AUDIT] Token created by 'jffe@000': tokenId='3e7c1431-4542-47fb-9e4b-b9b7f941c895', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623896038982, refreshable=false
2021-06-17T02:03:58.982Z [AUDIT] Token created by 'jffe@000': tokenId='6f045ca1-783b-4e95-b403-90753cff7fcf', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623896038982, refreshable=false
2021-06-17T02:13:59.061Z [AUDIT] Token created by 'jffe@000': tokenId='978e0d64-5e18-4a9c-969f-fae831fbdd49', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623896639061, refreshable=false
2021-06-17T02:13:59.063Z [AUDIT] Token created by 'jffe@000': tokenId='63c644d9-a7f6-43e9-b85d-f78157ef0c5d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623896639062, refreshable=false
2021-06-17T02:13:59.066Z [AUDIT] Token created by 'jffe@000': tokenId='62dbd8c3-36c3-4e40-bda1-3d54c857b677', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623896639065, refreshable=false
2021-06-17T02:23:59.152Z [AUDIT] Token created by 'jffe@000': tokenId='2025f9f8-ca0c-4478-b78d-9fa703bf2975', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623897239152, refreshable=false
2021-06-17T02:23:59.152Z [AUDIT] Token created by 'jffe@000': tokenId='4d5f24c7-815c-44e0-bf5a-f08fa884cd59', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623897239152, refreshable=false
2021-06-17T02:23:59.155Z [AUDIT] Token created by 'jffe@000': tokenId='fab65248-6187-4a8f-9666-12d0368bb5c3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623897239155, refreshable=false
2021-06-17T02:33:59.211Z [AUDIT] Token created by 'jffe@000': tokenId='104f587a-2631-419a-8a21-22d01cd8d715', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623897839211, refreshable=false
2021-06-17T02:33:59.211Z [AUDIT] Token created by 'jffe@000': tokenId='c8edd25e-46e1-4c06-a33f-05282054970e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623897839211, refreshable=false
2021-06-17T02:33:59.211Z [AUDIT] Token created by 'jffe@000': tokenId='e25bee0e-61b7-4881-adac-6f199c7bf92e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623897839211, refreshable=false
2021-06-17T02:43:59.305Z [AUDIT] Token created by 'jffe@000': tokenId='86c603a5-2731-4c05-b8f5-452be85ab3d5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623898439305, refreshable=false
2021-06-17T02:43:59.305Z [AUDIT] Token created by 'jffe@000': tokenId='43d1e74e-c172-4aea-9f4d-86262ba73111', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623898439305, refreshable=false
2021-06-17T02:43:59.309Z [AUDIT] Token created by 'jffe@000': tokenId='7eba94ec-b999-423e-a11c-399818a8fbd9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623898439309, refreshable=false
2021-06-17T02:53:59.362Z [AUDIT] Token created by 'jffe@000': tokenId='7ebdc5c4-8cce-4555-8eb4-48479795a05a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623899039362, refreshable=false
2021-06-17T02:53:59.364Z [AUDIT] Token created by 'jffe@000': tokenId='e65bb8eb-726e-40c8-a999-7341576672e1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623899039364, refreshable=false
2021-06-17T02:53:59.364Z [AUDIT] Token created by 'jffe@000': tokenId='365dc762-ce5d-446d-b7a3-d0f2a584f6cb', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623899039364, refreshable=false
2021-06-17T02:59:18.603Z [AUDIT] Token created by 'anonymous': tokenId='46eeab42-66d6-408e-b477-6af8e192adfa', issuer='jfac@01f7bx19j4gse11x6zk7h10p62', subject='jfac@01f7bx19j4gse11x6zk7h10p62', expiry=1623898778603, refreshable=false
2021-06-17T03:03:59.432Z [AUDIT] Token created by 'jffe@000': tokenId='c27e3c18-0287-44de-b157-051027102b19', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623899639432, refreshable=false
2021-06-17T03:03:59.432Z [AUDIT] Token created by 'jffe@000': tokenId='b520bacb-42d1-4d36-8545-c9654fff59f1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623899639432, refreshable=false
2021-06-17T03:03:59.432Z [AUDIT] Token created by 'jffe@000': tokenId='93e869e8-9362-4f5a-9f4c-67a2e8d45bf9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623899639432, refreshable=false
2021-06-17T03:13:59.506Z [AUDIT] Token created by 'jffe@000': tokenId='77425f4d-85d0-4a04-a65b-ca44b619e0be', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623900239506, refreshable=false
2021-06-17T03:13:59.506Z [AUDIT] Token created by 'jffe@000': tokenId='2d00b98f-7d19-436a-9c7e-610a59274a76', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623900239506, refreshable=false
2021-06-17T03:13:59.507Z [AUDIT] Token created by 'jffe@000': tokenId='6764be60-6060-44e5-8ed7-0674dbf68ebf', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623900239507, refreshable=false
2021-06-17T03:23:59.580Z [AUDIT] Token created by 'jffe@000': tokenId='552b9a67-f4d0-4969-aae7-a393d7721f6a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623900839580, refreshable=false
2021-06-17T03:23:59.580Z [AUDIT] Token created by 'jffe@000': tokenId='1ce0a7df-1c02-44bd-a6c7-c2456f510471', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623900839580, refreshable=false
2021-06-17T03:23:59.581Z [AUDIT] Token created by 'jffe@000': tokenId='3320a928-0ae6-4166-bd6a-019a3e541b5a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623900839581, refreshable=false
2021-06-17T03:33:59.651Z [AUDIT] Token created by 'jffe@000': tokenId='7507b9d9-4cf6-41ea-999d-875394bc9f4c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623901439651, refreshable=false
2021-06-17T03:33:59.652Z [AUDIT] Token created by 'jffe@000': tokenId='7514aa10-8467-4fc9-b2a2-205dce21bf47', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623901439652, refreshable=false
2021-06-17T03:33:59.656Z [AUDIT] Token created by 'jffe@000': tokenId='e1d8f815-70d4-4a94-92d1-080835cf8a9e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623901439656, refreshable=false
2021-06-17T03:43:59.738Z [AUDIT] Token created by 'jffe@000': tokenId='6bf116f4-93ba-469b-9fc1-e37b9fe38da1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623902039738, refreshable=false
2021-06-17T03:43:59.738Z [AUDIT] Token created by 'jffe@000': tokenId='b5735de1-f0da-4881-b8a3-4bf8f3b86e46', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623902039738, refreshable=false
2021-06-17T03:43:59.738Z [AUDIT] Token created by 'jffe@000': tokenId='7988604f-80fd-4520-bc4d-af902e9b5218', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623902039738, refreshable=false
2021-06-17T03:53:59.855Z [AUDIT] Token created by 'jffe@000': tokenId='7eed7a5b-1dd1-4766-9b67-07ecc0e08652', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623902639855, refreshable=false
2021-06-17T03:53:59.855Z [AUDIT] Token created by 'jffe@000': tokenId='fa8cc474-fb7c-4a61-a653-f102fe54c0e4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623902639855, refreshable=false
2021-06-17T03:53:59.858Z [AUDIT] Token created by 'jffe@000': tokenId='3c8a44d2-9a8e-40cd-8f1a-6accc69cf59e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623902639858, refreshable=false
2021-06-17T04:03:59.986Z [AUDIT] Token created by 'jffe@000': tokenId='1f5645e4-65d4-409e-9a79-957bdc88713f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623903239986, refreshable=false
2021-06-17T04:03:59.986Z [AUDIT] Token created by 'jffe@000': tokenId='0cfb0318-2f36-4ffc-a444-2cd66009f5a2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623903239986, refreshable=false
2021-06-17T04:03:59.987Z [AUDIT] Token created by 'jffe@000': tokenId='a7a12605-fc24-45f1-be5f-4c0d7c8dec83', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623903239987, refreshable=false
2021-06-17T04:14:00.053Z [AUDIT] Token created by 'jffe@000': tokenId='22850554-536e-4cae-85f9-254d61a213c5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623903840053, refreshable=false
2021-06-17T04:14:00.053Z [AUDIT] Token created by 'jffe@000': tokenId='165c5583-5b6c-4265-8638-295c0a16a5b4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623903840053, refreshable=false
